"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",53.88237,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",56.80035,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",47.53709,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",49.24897,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",57.45475,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",54.11766,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",57.43412,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",53.98771,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",54.01773,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",15.88788,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",15.32655,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.89169,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.87763,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.3538,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",18.02804,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.8603,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.03057,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.49593,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.22097,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",19.46409,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.42883,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",19.44233,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",19.32223,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",27.92594,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",26.43614,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.58469,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",25.54556,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",24.11093,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.74691,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.5617,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",28.09273,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",25.63117,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.76994,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",24.80745,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.79017,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",23.41061,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.92625,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",24.7029,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",24.0896,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.4016,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.2313,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",25.2748,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.7823,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",28.1155,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",29.828,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",29.255,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.4702,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.064,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",24.498,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",24.409,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",23.9051,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",71.78417,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",65.32013,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",70.69254,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",70.64547,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",77.4766,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",80.74542,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",87.09878,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",90.10211,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",95.8366,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",88.89748,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",92.54553,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",82.06178,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",83.21147,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",83.30377,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",26.8356,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",25.23161,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.76263,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.11074,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.59126,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.18971,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",20.35076,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.30303,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.14704,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.17936,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.45374,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.85747,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",19.408,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",19.67376,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",38.42055,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",38.45761,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",40.48836,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.41289,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",42.31779,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",43.55019,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",42.51894,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",42.23355,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",40.80528,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",41.94824,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",40.77335,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",39.98541,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",39.59638,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",39.00154,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",55.02135,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",49.86378,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",52.26104,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",52.0789,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",58.03638,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",54.81704,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",54.4383,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",52.52212,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",48.64214,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",54.23691,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",51.20757,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",51.0894,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",50.28587,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",49.61657,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",21.0503,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",23.25833,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.15649,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.97571,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",24.73694,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",24.50612,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.15028,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",22.71573,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.53803,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",22.25146,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",18.62791,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.90364,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",19.73592,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",19.42415,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",13.67767,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",13.22401,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",15.88326,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",16.34467,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",15.82504,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",14.97522,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.72437,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.85399,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",16.4495,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.68487,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.32448,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.37351,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",16.32408,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",16.24505,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",27.76321,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",30.52545,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",28.82065,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",32.87118,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",35.40821,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",33.29787,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",32.77988,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",35.09197,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.54427,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",34.97317,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",31.64511,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.02845,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",30.96172,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",30.12999,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",21.73,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",20.77979,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.75763,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.0011,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.17818,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.73125,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.30396,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",24.06763,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",22.49706,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",21.47424,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.79104,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",20.9627,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",21.05325,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",21.045,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",21.67013,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",22.00665,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.4185,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.23674,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",26.71596,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.66647,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",28.96313,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",28.02226,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",27.20711,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",28.04051,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",26.86386,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",25.03049,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",23.24687,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",21.53547,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",59.78027,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",53.96985,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",63.99621,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",67.38127,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",68.20246,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",69.98628,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",71.34375,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",68.89182,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",58.94282,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",68.09915,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",63.14119,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",65.17854,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",63.28198,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",62.67314,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",23.80592,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",23.87281,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.23145,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.19504,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.74976,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.36551,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",28.21105,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",29.23735,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",26.73081,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",25.88974,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.30199,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",24.57093,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",24.75156,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",24.60486,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",27.02585,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",26.58408,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.63968,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",26.14684,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",26.65529,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",21.95949,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.24069,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",24.93948,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.77866,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",21.00024,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.6521,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.45651,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",20.72509,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",20.76857,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",22.5235,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",21.0871,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.3165,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.1311,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.1235,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.7092,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.1148,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",16.4421,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.1317,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.5845,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",13.6548,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",12.4483,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",12.916,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",12.7076,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",25.97997,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",28.69513,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",28.20379,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",28.96094,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",32.58303,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",30.43782,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",29.46017,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",31.30328,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",31.25934,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",31.93223,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",29.50834,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",29.28341,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",29.4412,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",29.04762,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",31.63347,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",31.84521,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.45966,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.49587,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",32.88608,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",32.92488,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",32.75541,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",32.09261,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",32.97101,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",32.29056,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",31.60341,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",30.05122,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",28.99613,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",27.79676,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",48.92151,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",41.60315,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",50.06945,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",51.23789,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",44.36661,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",51.47016,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",49.22334,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",44.26993,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",45.05879,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",56.14305,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",54.7675,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",48.32126,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",50.4423,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",50.63222,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",34.90893,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",36.87895,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",36.34614,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",40.68762,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",45.60469,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",37.56079,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",35.34459,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",40.03397,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",37.27581,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",37.55894,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",38.40035,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",35.1316,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",36.38132,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",35.98622,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",16.3803,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",15.0775,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",11.9517,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",10.9195,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",10.5261,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",11.2207,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",11.1815,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",10.9854,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.2723,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",11.1137,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",11.4613,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.1155,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",10.4486,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",10.1492,
